Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Onn (Walmart),TBBVNC100005208,TBBVNC100005208,2061MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1
Onn (Walmart),W723,W723,2083MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),600x1024,160,armeabi;armeabi-v7a,30,3.2
Onn (Walmart),100043279,mid1105_mp,4069MB,Phone,Mediatek MT8788A,3 核 ARM Mali G72 (800 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Onn (Walmart),100026191,mid7018_mr_32,2053MB,Tablet,Mediatek MT8168A,ARM Mali G52 (800 MHz),600x1024,160,armeabi;armeabi-v7a,30,3.2
Onn (Walmart),Onn 2k TV stick,stephen,1030MB,TV,Amlogic AMLS805Y,3 核 ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Ooredoo,Ooredoo TV,diw387oor,1810MB,TV,Broadcom BCM7271,未知,1080x1920,320,armeabi;armeabi-v7a,26,3.1
Opay,M1 Lite,M1_Lite,1956MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Opay,V9 Pro,V9_Pro,3221MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
OpelMobile,EasySmart,EasySmart,937MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,27,2.0
OpelMobile,EasySmart 2,Easy_Smart_2,942MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.2
OpelMobile,SmartJX,SmartJX,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.2
OpelMobile,SmartX1,SmartX1,901MB,Phone,Spreadtrum SC9850K,ARM Mali T820 (600 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
OpelMobile,Smart X6,SmartX6,1883MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
OpelMobile,Opel Mobile_Smart_J2,Smart_J2,938MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1280,320,armeabi;armeabi-v7a,29,3.2
Ophone,Active 5.0,Active_5_0,999MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
Ophone,Beeta_4_0,Beeta_4_0,472MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,27,3.2
Ophone,Sigma_4_0,Sigma_4_0,973MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,27,3.2
Oppo,1100,1100,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,1107,1107,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,1201,1201,1012MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),480x854,240,armeabi;armeabi-v7a,19;22,2.0
Oppo,1206,1206,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,3000,3000,944MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,3.0
Oppo,3007,3007,944MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,3.0
Oppo,A11f,A11,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,A11w,A11w,1012MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,2.0
Oppo,A1601,A1601,2921MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,3.0
Oppo,A1603,A1603,1009MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),540x960,240,armeabi;armeabi-v7a,22,2.0
Oppo,A31,A31t,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,A31u,A31u,942MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Oppo,A33f,A33,938MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),540x960,240,armeabi;armeabi-v7a,22,3.0
Oppo,A33w,A33w,1009MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),540x960,240,armeabi;armeabi-v7a,22,2.0
Oppo,A37t,A37,1871MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,A37f,A37f,1980MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,A51w,A51,2003MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),540x960,240,armeabi;armeabi-v7a,22,3.0
Oppo,A53fw,A53,1980MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,A57t,A57,2972MB,Phone,Qualcomm MSM8940,Qualcomm Adreno 505 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.1
Oppo,A59,A59,2910MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,A73,A73,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A73t,A73t,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A77,A77,2980MB,Phone,Qualcomm MSM8953,Qualcomm Adreno 506 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A79,A79,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A79k,A79k,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A79kt,A79kt,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A79t,A79t,3964MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A83,A83,2926MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,A83t,A83t,2926MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1605,CPH1605,2922MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,R9s,CPH1607,3770MB,Phone,Qualcomm MSM8953,Qualcomm Adreno 506 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1
Oppo,CPH1609fw,CPH1609,3973MB,Phone,Mediatek MT6750T,ARM Mali T860 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Oppo,R9s Plus,CPH1611,6165MB,Phone,Qualcomm MSM8976SG,Qualcomm Adreno 510 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1
Oppo,CPH1613,CPH1613,4039MB,Phone,Qualcomm MSM8976SG,Qualcomm Adreno 510 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1
Oppo,CPH1701,CPH1701,2972MB,Phone,Qualcomm MSM8940,Qualcomm Adreno 505 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.1
Oppo,CPH1707,CPH1707,3928MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1715,CPH1715,3973MB,Phone,Mediatek MT6750T,ARM Mali T860 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Oppo,CPH1717,CPH1717,3020MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1719,CPH1719,3926MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1721,CPH1721,6021MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1723,CPH1723,3969MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1725,CPH1725,2912MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1727,CPH1727,6077MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1729,CPH1729,2926MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1801,CPH1801,1927MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,CPH1803RU,CPH1803,1899MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,CPH1805,CPH1805,2953MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,A5,CPH1809,3730MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,F7,CPH1819,3834MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,27;29,3.2
Oppo,F7,CPH1821,5941MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,F9,CPH1823,5941MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,27;28;29,3.2
Oppo,F9,CPH1825,3834MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,27;29,3.2
Oppo,CPH1827,CPH1827,1877MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Oppo,R15 Pro,CPH1831,5986MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,R15 Pro,CPH1833,5986MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Oppo,R15,CPH1835,5941MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,A3,CPH1837,3883MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,CPH1851,CPH1851,2953MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,A3s,CPH1853,1888MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,realme 1,CPH1859,3889MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27;28,3.2
Oppo,realme 1,CPH1861,2832MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Oppo,Find X,CPH1871,7851MB,Phone,Qualcomm SDM845,Qualcomm Adreno 630 (650 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,Find X,CPH1875,7851MB,Phone,Qualcomm SDM845,Qualcomm Adreno 630 (650 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,R17 Pro,CPH1877,5894MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,R17,CPH1879,5894MB,Phone,Qualcomm SDM670,Qualcomm Adreno 615 (420 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,F9,CPH1881,3834MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,CPH1893RU,CPH1893,3891MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Oppo,A7,CPH1901,3742MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,AX7,CPH1903,3742MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,A7,CPH1905,3742MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,CPH1909,CPH1909,2913MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,AX5s,CPH1920,2911MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,F1w,F1f,3017MB,Phone,Qualcomm MSM8939,Qualcomm Adreno 405 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Oppo,Find 5,FIND5,1975MB,Phone,Qualcomm MSM8260,Qualcomm Adreno 220 (266 MHz),1080x1920,480,armeabi;armeabi-v7a,16,2.0
Oppo,3006,Mirror3,943MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,3.0
Oppo,N1,N1,2022MB,Phone,Qualcomm APQ8064,Qualcomm Adreno 320 (400 MHz),1080x1920,480,armeabi;armeabi-v7a,17,2.0
Oppo,N1T,N1T,2022MB,Phone,Qualcomm APQ8064,Qualcomm Adreno 320 (400 MHz),1080x1920,480,armeabi;armeabi-v7a,17,2.0
Oppo,N1W,N1W,2841MB,Phone,Qualcomm APQ8064,Qualcomm Adreno 320 (400 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Oppo,N1 mimi,N1mini,1973MB,Phone,Qualcomm MSM8928,Qualcomm Adreno 305 (400 MHz),720x1280,320,armeabi;armeabi-v7a,18,3.0
Oppo,N3,N3,1923MB,Phone,Qualcomm MSM8974AA,Qualcomm Adreno 330 (450 MHz),1080x1920,480,armeabi;armeabi-v7a,19,3.0
Oppo,N5117,N5117,1972MB,Phone,Qualcomm MSM8928,Qualcomm Adreno 305 (400 MHz),720x1280,320,armeabi;armeabi-v7a,18,3.0
Oppo,K3,OP4679,7991MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno Z 中国版,OP4699,5865MB,Phone,Mediatek MT6779p90,2 核 Imagination Tech PowerVR GM9446 (970 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno 标准版,OP46B1,5890MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno 10倍变焦版,OP46C3,7839MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,A9 中国版,OP46F1,3833MB,Phone,Mediatek MT6771T,3 核 ARM Mali G72 (900 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,A9x,OP46F3,5941MB,Phone,Mediatek MT6771T,3 核 ARM Mali G72 (900 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno A,OP47CFL1,5896MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Oppo,Reno,OP47DD,5890MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno,OP47DDL1,5890MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno 10x Zoom,OP4845,7839MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno 10x Zoom,OP4845L1,7839MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno 10x room,OP4847,7811MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,Reno 10x Room,OP4847L1,7811MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Oppo,F11 Pro,OP4863,5926MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29;30,3.2
Oppo,K3,OP486B,5890MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29;30,3.2
Oppo,A1k,OP486C,1892MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Oppo,CPH1938,OP4883,3819MB,Phone,Mediatek MT6771T,3 核 ARM Mali G72 (900 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29;30,3.2
Oppo,Reno Z,OP48A1,7979MB,Phone,Mediatek MT6779p90,2 核 Imagination Tech PowerVR GM9446 (970 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno Z,OP48A1L1,3757MB,Phone,Mediatek MT6779p90,2 核 Imagination Tech PowerVR GM9446 (970 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno2 Z 中国版,OP4A43,7978MB,Phone,Mediatek MT6779p90,2 核 Imagination Tech PowerVR GM9446 (970 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,Reno4 中国版,OP4A47,7761MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Oppo,A11 中国版,OP4A4D,3820MB,Phone,Qualcomm SM6125,Qualcomm Adreno 610 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
